거래소코드,회사명,회계년도,PEG
65440,(주)이루온,2014,
65440,(주)이루온,2015,137.07520601241774
65440,(주)이루온,2016,
65440,(주)이루온,2017,0.0
65440,(주)이루온,2018,0.6494250123806842
65440,(주)이루온,2019,0.9056462292867633
139480,(주)이마트,2011,
139480,(주)이마트,2012,
139480,(주)이마트,2013,
139480,(주)이마트,2014,2.4886871267578936
139480,(주)이마트,2015,0.7589383849904111
139480,(주)이마트,2016,-1.710839287293469
139480,(주)이마트,2017,0.3908182746960547
139480,(주)이마트,2018,-1.8135185310025304
139480,(주)이마트,2019,-1.3326143614356987
80010,(주)이상네트웍스,2011,-2.3561448594571877
80010,(주)이상네트웍스,2012,-1.3328933412487607
80010,(주)이상네트웍스,2013,-0.5964908376344055
80010,(주)이상네트웍스,2014,-14.678065888738818
80010,(주)이상네트웍스,2015,-8.116725018076432
80010,(주)이상네트웍스,2016,0.9028570813777814
80010,(주)이상네트웍스,2017,0.561669230640984
80010,(주)이상네트웍스,2018,0.6769386913036493
80010,(주)이상네트웍스,2019,-2.8987149424384477
41830,(주)인바디,2011,-0.9368174785345276
41830,(주)인바디,2012,-1.0659900692417759
41830,(주)인바디,2013,8.759047212419587
41830,(주)인바디,2014,1.8741678874877696
41830,(주)인바디,2015,0.7270851085629412
41830,(주)인바디,2016,0.8392780890819959
41830,(주)인바디,2017,0.854286695103262
41830,(주)인바디,2018,2.6042165755502804
41830,(주)인바디,2019,1.325400700461167
7660,(주)이수페타시스,2011,-3.2419966931172817
7660,(주)이수페타시스,2012,-1.1458083371506427
7660,(주)이수페타시스,2013,3.6219808960456197
7660,(주)이수페타시스,2014,0.25472680565730565
7660,(주)이수페타시스,2015,0.6029951862068725
7660,(주)이수페타시스,2016,-1.2083735435755742
7660,(주)이수페타시스,2017,
7660,(주)이수페타시스,2018,
7660,(주)이수페타시스,2019,
5950,(주)이수화학,2011,-1.2337014453419899
5950,(주)이수화학,2012,-0.9658092548771359
5950,(주)이수화학,2013,-0.7497181589244485
5950,(주)이수화학,2014,
5950,(주)이수화학,2015,
5950,(주)이수화학,2016,0.9316677797679329
5950,(주)이수화학,2017,1.2385421005889303
5950,(주)이수화학,2018,0.11732483134952612
5950,(주)이수화학,2019,
47560,(주)이스트소프트,2011,0.9028723167128611
47560,(주)이스트소프트,2012,
47560,(주)이스트소프트,2013,
47560,(주)이스트소프트,2014,-7.827648388928531
47560,(주)이스트소프트,2015,0.0
47560,(주)이스트소프트,2016,0.0
47560,(주)이스트소프트,2017,
47560,(주)이스트소프트,2018,
47560,(주)이스트소프트,2019,0.0
102710,(주)이엔에프테크놀로지,2011,0.5402660319626443
102710,(주)이엔에프테크놀로지,2012,0.7104188222447354
102710,(주)이엔에프테크놀로지,2013,-1.991460578506875
102710,(주)이엔에프테크놀로지,2014,-6.678250454424744
102710,(주)이엔에프테크놀로지,2015,1.7007504358062737
102710,(주)이엔에프테크놀로지,2016,0.64230976839898
102710,(주)이엔에프테크놀로지,2017,0.7753310746832687
102710,(주)이엔에프테크놀로지,2018,1.3354744128948888
102710,(주)이엔에프테크놀로지,2019,0.2630052598421489
66980,(주)이엔코퍼레이션,2011,-0.0
66980,(주)이엔코퍼레이션,2012,
66980,(주)이엔코퍼레이션,2013,0.0
66980,(주)이엔코퍼레이션,2014,
66980,(주)이엔코퍼레이션,2015,0.0
66980,(주)이엔코퍼레이션,2016,9.266072357643376
66980,(주)이엔코퍼레이션,2017,9.282569657774433
66980,(주)이엔코퍼레이션,2018,0.0
66980,(주)이엔코퍼레이션,2019,0.6435
74610,(주)이엔플러스,2011,0.0
74610,(주)이엔플러스,2012,
74610,(주)이엔플러스,2013,
74610,(주)이엔플러스,2014,0.6861938097838329
74610,(주)이엔플러스,2015,2.709615412500741
74610,(주)이엔플러스,2016,0.463583056296004
74610,(주)이엔플러스,2017,
74610,(주)이엔플러스,2018,
74610,(주)이엔플러스,2019,
123570,(주)이엠넷,2011,0.1741652909312924
123570,(주)이엠넷,2012,-0.7724542465803004
123570,(주)이엠넷,2013,-1.0945931476957715
123570,(주)이엠넷,2014,-0.7496459663172023
123570,(주)이엠넷,2015,-0.8115039313722653
123570,(주)이엠넷,2016,-2.63646904424645
123570,(주)이엠넷,2017,-17.46175361335521
123570,(주)이엠넷,2018,-1.955349573465393
123570,(주)이엠넷,2019,0.24289990634854675
83470,(주)이엠앤아이,2011,
83470,(주)이엠앤아이,2012,0.5884608228640937
83470,(주)이엠앤아이,2013,0.20993959974552492
83470,(주)이엠앤아이,2014,0.22590570351379663
83470,(주)이엠앤아이,2015,0.4667303331710517
83470,(주)이엠앤아이,2016,-1.539604427818974
83470,(주)이엠앤아이,2017,
83470,(주)이엠앤아이,2018,
83470,(주)이엠앤아이,2019,0.004358527161342547
91120,(주)이엠텍,2011,
91120,(주)이엠텍,2012,1.161070216595667
91120,(주)이엠텍,2013,0.11211800893131126
91120,(주)이엠텍,2014,0.1381740203343569
91120,(주)이엠텍,2015,3.873539655731131
91120,(주)이엠텍,2016,-0.6855252614422035
91120,(주)이엠텍,2017,-1.5039986693248277
91120,(주)이엠텍,2018,0.3275511441748422
91120,(주)이엠텍,2019,
39030,(주)이오테크닉스,2011,2.5875919208376925
39030,(주)이오테크닉스,2012,0.21405686836090662
39030,(주)이오테크닉스,2013,-3.501542757728882
39030,(주)이오테크닉스,2014,0.5327415290878202
39030,(주)이오테크닉스,2015,-13.891247486698107
39030,(주)이오테크닉스,2016,-4.656538162569807
39030,(주)이오테크닉스,2017,-2.359872480943673
39030,(주)이오테크닉스,2018,-4.445004725702997
39030,(주)이오테크닉스,2019,123.63618052959548
17940,(주)이원,2011,0.8121038356319832
17940,(주)이원,2012,0.16015732285223283
17940,(주)이원,2013,1.4981704516738168
17940,(주)이원,2014,-0.9803187016800259
17940,(주)이원,2015,2.1923734816486613
17940,(주)이원,2016,-2.1993605078804075
17940,(주)이원,2017,0.47810586388276644
17940,(주)이원,2018,-1.1137654620459467
17940,(주)이원,2019,-0.7846899889971896
37370,(주)이지,2011,0.9155623153524407
37370,(주)이지,2012,2.3887705091847424
37370,(주)이지,2013,2.7124498584154746
37370,(주)이지,2014,-8.232442602799486
37370,(주)이지,2015,-2.0309869352519354
37370,(주)이지,2016,-5.387004934869507
37370,(주)이지,2017,
37370,(주)이지,2018,
37370,(주)이지,2019,0.9121470799027974
35810,(주)이지홀딩스,2011,0.6497115283675886
35810,(주)이지홀딩스,2012,-1.8218729800273148
35810,(주)이지홀딩스,2013,-6.946118258109145
35810,(주)이지홀딩스,2014,0.367631170892515
35810,(주)이지홀딩스,2015,27.137347593005344
35810,(주)이지홀딩스,2016,2.9329536639456024
35810,(주)이지홀딩스,2017,-3.3491937903674684
35810,(주)이지홀딩스,2018,-2.402686943447316
35810,(주)이지홀딩스,2019,-2.1228331791381896
14990,(주)인디에프,2011,
14990,(주)인디에프,2012,
14990,(주)인디에프,2013,-0.0
14990,(주)인디에프,2014,0.0
14990,(주)인디에프,2015,0.0
14990,(주)인디에프,2016,-0.0
14990,(주)인디에프,2017,4.736939286854941
14990,(주)인디에프,2018,26.042169812710807
14990,(주)인디에프,2019,0.0
119860,(주)커넥트웨이브,2011,-1.1796767030981625
119860,(주)커넥트웨이브,2012,-1.2608837148746617
119860,(주)커넥트웨이브,2013,-0.9757902460328572
119860,(주)커넥트웨이브,2014,2.795041963774151
119860,(주)커넥트웨이브,2015,-2.326597983113888
119860,(주)커넥트웨이브,2016,0.9977271483601712
119860,(주)커넥트웨이브,2017,1.7200959431273484
119860,(주)커넥트웨이브,2018,0.5729295812436146
119860,(주)커넥트웨이브,2019,1.112685173079845
78340,(주)컴투스,2011,-0.41855
78340,(주)컴투스,2012,0.4586946758154266
78340,(주)컴투스,2013,0.28687936878374826
78340,(주)컴투스,2014,0.0
78340,(주)컴투스,2015,0.21175532577740613
78340,(주)컴투스,2016,0.12282901001077136
78340,(주)컴투스,2017,0.8602913896330362
78340,(주)컴투스,2018,-48.43199279897665
78340,(주)컴투스,2019,-1.6734392839355436
63080,(주)컴투스홀딩스,2011,0.5205169622113457
63080,(주)컴투스홀딩스,2012,1.6901152873806935
63080,(주)컴투스홀딩스,2013,-4.568224922274054
63080,(주)컴투스홀딩스,2014,-6.125284326060841
63080,(주)컴투스홀딩스,2015,
63080,(주)컴투스홀딩스,2016,
63080,(주)컴투스홀딩스,2017,
63080,(주)컴투스홀딩스,2018,
63080,(주)컴투스홀딩스,2019,0.0
106240,(주)파인테크닉스,2011,
106240,(주)파인테크닉스,2012,18.580906639944605
106240,(주)파인테크닉스,2013,
106240,(주)파인테크닉스,2014,0.06255731889007275
106240,(주)파인테크닉스,2015,0.2795945537397364
106240,(주)파인테크닉스,2016,9.511061468749014
106240,(주)파인테크닉스,2017,
106240,(주)파인테크닉스,2018,
106240,(주)파인테크닉스,2019,0.061697122070605466
53620,(주)태양,2011,0.37385108617154633
53620,(주)태양,2012,-0.31383086547675104
53620,(주)태양,2013,-0.5581932042823308
53620,(주)태양,2014,-7.669213419688283
53620,(주)태양,2015,-1.231786695039822
53620,(주)태양,2016,0.4513748265626718
53620,(주)태양,2017,11.84390895070964
53620,(주)태양,2018,-4.509035812793175
53620,(주)태양,2019,-0.8005444928004801
9410,(주)태영건설,2011,-1.0867845210434801
9410,(주)태영건설,2012,-5.30837280499717
9410,(주)태영건설,2013,
9410,(주)태영건설,2014,
9410,(주)태영건설,2015,-3.020724418407111
9410,(주)태영건설,2016,1.1551170822990264
9410,(주)태영건설,2017,0.2604065134584688
9410,(주)태영건설,2018,0.028276402936625755
9410,(주)태영건설,2019,0.06577881298200981
66700,(주)테라젠이텍스,2011,
66700,(주)테라젠이텍스,2012,
66700,(주)테라젠이텍스,2013,24.374640675282684
66700,(주)테라젠이텍스,2014,3.6243677336731377
66700,(주)테라젠이텍스,2015,0.0
66700,(주)테라젠이텍스,2016,5.916177875032997
66700,(주)테라젠이텍스,2017,-28.7613628475244
66700,(주)테라젠이텍스,2018,-0.0
66700,(주)테라젠이텍스,2019,0.04849706877145968
51360,(주)토비스,2011,0.16304827307496636
51360,(주)토비스,2012,0.19648278918377834
51360,(주)토비스,2013,0.40937005223897327
51360,(주)토비스,2014,0.18955971225723237
51360,(주)토비스,2015,0.2937781841158353
51360,(주)토비스,2016,0.5463171114898884
51360,(주)토비스,2017,-0.3807123605624255
51360,(주)토비스,2018,-0.7157260401517277
51360,(주)토비스,2019,0.6628930726901057
33830,(주)티비씨,2011,3.74921583881349
33830,(주)티비씨,2012,-1.7145092031251947
33830,(주)티비씨,2013,-0.9780226362140936
33830,(주)티비씨,2014,-1.3618420953616226
33830,(주)티비씨,2015,-3.436718928785715
33830,(주)티비씨,2016,-3.4097056437445348
33830,(주)티비씨,2017,-3.1291340903003166
33830,(주)티비씨,2018,-0.3594967564918814
33830,(주)티비씨,2019,-0.469741415871281
131290,(주)티에스이,2011,-2.0225332562825438
131290,(주)티에스이,2012,-0.9590180759787718
131290,(주)티에스이,2013,
131290,(주)티에스이,2014,-0.7802289773068822
131290,(주)티에스이,2015,-5.665317984595444
131290,(주)티에스이,2016,
131290,(주)티에스이,2017,0.34868546947204176
131290,(주)티에스이,2018,0.06886778603018476
131290,(주)티에스이,2019,0.19091679073191722
19180,(주)티에이치엔,2011,0.06979014971256364
19180,(주)티에이치엔,2012,0.14097779986659198
19180,(주)티에이치엔,2013,
19180,(주)티에이치엔,2014,1.369294244725764
19180,(주)티에이치엔,2015,0.11892452872846393
19180,(주)티에이치엔,2016,0.09727971826326139
19180,(주)티에이치엔,2017,-0.6233616007698577
19180,(주)티에이치엔,2018,-0.3201071425476768
19180,(주)티에이치엔,2019,-0.5786745768314561
62860,(주)티엘아이,2011,
62860,(주)티엘아이,2012,
62860,(주)티엘아이,2013,-0.9185176568542509
62860,(주)티엘아이,2014,0.3320165136460536
62860,(주)티엘아이,2015,0.5094599691029142
62860,(주)티엘아이,2016,-3.4740403691197193
62860,(주)티엘아이,2017,
62860,(주)티엘아이,2018,
62860,(주)티엘아이,2019,0.440012774424209
34230,(주)파라다이스,2011,10.076650056771728
34230,(주)파라다이스,2012,1.0024329006378174
34230,(주)파라다이스,2013,0.8413495233163212
34230,(주)파라다이스,2014,0.7560838387175617
34230,(주)파라다이스,2015,-35.40740978284343
34230,(주)파라다이스,2016,-1.4673840990136018
34230,(주)파라다이스,2017,-4.483805017692252
34230,(주)파라다이스,2018,-4.89221750855096
34230,(주)파라다이스,2019,-3.053626466538452
33540,(주)파라텍,2011,0.283236845147167
33540,(주)파라텍,2012,-4.305721602355551
33540,(주)파라텍,2013,0.3695905270061434
33540,(주)파라텍,2014,16.414045969753804
33540,(주)파라텍,2015,0.09933909369089677
33540,(주)파라텍,2016,-11.268141763848668
33540,(주)파라텍,2017,0.35930057656870007
33540,(주)파라텍,2018,-4.559957108999977
33540,(주)파라텍,2019,
43200,(주)파루,2011,
43200,(주)파루,2012,
43200,(주)파루,2013,-0.0
43200,(주)파루,2014,4.6590273500535835
43200,(주)파루,2015,0.41705311931542116
43200,(주)파루,2016,0.5850031448461078
43200,(주)파루,2017,
43200,(주)파루,2018,
43200,(주)파루,2019,-9.151800170668286
47310,(주)파워로직스,2011,0.0
47310,(주)파워로직스,2012,0.2814303979367568
47310,(주)파워로직스,2013,3.0604183179554187
47310,(주)파워로직스,2014,0.4753375479562686
47310,(주)파워로직스,2015,-4.690150899575777
47310,(주)파워로직스,2016,-6.154751394525566
47310,(주)파워로직스,2017,
47310,(주)파워로직스,2018,0.03403006493855928
47310,(주)파워로직스,2019,0.03778761699636144
49120,(주)파인디앤씨,2011,-0.0
49120,(주)파인디앤씨,2012,-0.0
49120,(주)파인디앤씨,2013,
49120,(주)파인디앤씨,2014,0.736368075549931
49120,(주)파인디앤씨,2015,0.41259209636733984
49120,(주)파인디앤씨,2016,1.1349911253146487
49120,(주)파인디앤씨,2017,
49120,(주)파인디앤씨,2018,-3.3677344497706314
49120,(주)파인디앤씨,2019,
38950,(주)파인디지털,2011,0.43596929319259436
38950,(주)파인디지털,2012,0.2559084617961102
38950,(주)파인디지털,2013,-0.671771869887202
38950,(주)파인디지털,2014,0.14097714752584153
38950,(주)파인디지털,2015,
38950,(주)파인디지털,2016,
38950,(주)파인디지털,2017,
38950,(주)파인디지털,2018,2.9314326137524707
38950,(주)파인디지털,2019,0.4752375770324233
65690,(주)파커스,2011,-0.5118716123235801
65690,(주)파커스,2012,-0.42786344952723626
65690,(주)파커스,2013,-0.7372833464402708
65690,(주)파커스,2014,-2.0603689847778646
65690,(주)파커스,2015,1.105564524094593
65690,(주)파커스,2016,10.140089946271681
65690,(주)파커스,2017,
65690,(주)파커스,2018,6.528583013327411
65690,(주)파커스,2019,
45520,(주)크린앤사이언스,2011,0.5139109605909333
45520,(주)크린앤사이언스,2012,-1.3743288512333136
45520,(주)크린앤사이언스,2013,0.35618246726424113
45520,(주)크린앤사이언스,2014,0.6955113713951114
45520,(주)크린앤사이언스,2015,0.20326873739127868
45520,(주)크린앤사이언스,2016,0.28627076518264993
45520,(주)크린앤사이언스,2017,0.3565325107874871
45520,(주)크린앤사이언스,2018,0.6223749463123707
45520,(주)크린앤사이언스,2019,0.6149607471775362
91700,(주)파트론,2011,498.2065689052316
91700,(주)파트론,2012,0.7170457738372532
91700,(주)파트론,2013,0.7888321542838828
91700,(주)파트론,2014,20.64972682321851
91700,(주)파트론,2015,-0.6308917777392432
91700,(주)파트론,2016,-0.7008203036145046
91700,(주)파트론,2017,-3.064558153016311
91700,(주)파트론,2018,-1.2766140430583648
91700,(주)파트론,2019,0.29085224020231343
36580,(주)팜스코,2011,0.10585192163132684
36580,(주)팜스코,2012,51.11056170285341
36580,(주)팜스코,2013,-1.4314961831695612
36580,(주)팜스코,2014,-3.201381790928629
36580,(주)팜스코,2015,-1.8089518608742625
36580,(주)팜스코,2016,0.7832386001006174
36580,(주)팜스코,2017,0.7238998058083498
36580,(주)팜스코,2018,-2.69421960413891
36580,(주)팜스코,2019,
27710,(주)팜스토리,2011,0.09218681405097827
27710,(주)팜스토리,2012,-1.412213792352248
27710,(주)팜스토리,2013,1.5270890998626832
27710,(주)팜스토리,2014,0.2258221329426584
27710,(주)팜스토리,2015,-1.350271661423757
27710,(주)팜스토리,2016,-11.982668385989056
27710,(주)팜스토리,2017,-0.6592114347310036
27710,(주)팜스토리,2018,0.42721119853759104
27710,(주)팜스토리,2019,-1.124816416831665
68050,(주)팬엔터테인먼트,2011,0.8724670095591538
68050,(주)팬엔터테인먼트,2012,-8.733787889540157
68050,(주)팬엔터테인먼트,2013,
68050,(주)팬엔터테인먼트,2014,
68050,(주)팬엔터테인먼트,2015,
68050,(주)팬엔터테인먼트,2016,4.542088396151387
68050,(주)팬엔터테인먼트,2017,
68050,(주)팬엔터테인먼트,2018,0.0
68050,(주)팬엔터테인먼트,2019,2.609338499050089
22100,(주)포스코아이씨티,2011,1.1727442829916996
22100,(주)포스코아이씨티,2012,0.8564074921169523
22100,(주)포스코아이씨티,2013,1.4987170013930962
22100,(주)포스코아이씨티,2014,-3.4163484311389403
22100,(주)포스코아이씨티,2015,
22100,(주)포스코아이씨티,2016,-3.2673544467319147
22100,(주)포스코아이씨티,2017,0.9146776184433638
22100,(주)포스코아이씨티,2018,0.0
22100,(주)포스코아이씨티,2019,1.924767273881543
47050,(주)포스코인터내셔널,2011,1.1928710009904
47050,(주)포스코인터내셔널,2012,0.4395507216955911
47050,(주)포스코인터내셔널,2013,-24.41135339953707
47050,(주)포스코인터내셔널,2014,-31.133131124596815
47050,(주)포스코인터내셔널,2015,-0.9083043384993552
47050,(주)포스코인터내셔널,2016,-8.30666245330145
47050,(주)포스코인터내셔널,2017,-2.773223280721906
47050,(주)포스코인터내셔널,2018,8.32151300398616
47050,(주)포스코인터내셔널,2019,0.9411225134106023
41020,(주)폴라리스오피스,2011,-1.9592961459695537
41020,(주)폴라리스오피스,2012,1.4532829031948067
41020,(주)폴라리스오피스,2013,0.5330942211177235
41020,(주)폴라리스오피스,2014,
41020,(주)폴라리스오피스,2015,
41020,(주)폴라리스오피스,2016,
41020,(주)폴라리스오피스,2017,0.0
41020,(주)폴라리스오피스,2018,0.0
41020,(주)폴라리스오피스,2019,0.0
5670,(주)푸드웰,2011,-1.3074771183741614
5670,(주)푸드웰,2012,-0.35406790814908523
5670,(주)푸드웰,2013,-0.5620486623100244
5670,(주)푸드웰,2014,-0.8261275937710458
5670,(주)푸드웰,2015,-7.228250749314692
5670,(주)푸드웰,2016,0.686111228222791
5670,(주)푸드웰,2017,1.2512133569258488
5670,(주)푸드웰,2018,0.32103698469712394
5670,(주)푸드웰,2019,0.01960287434255866
17810,(주)풀무원,2011,-0.056549999999999996
17810,(주)풀무원,2012,0.0
17810,(주)풀무원,2013,0.0
17810,(주)풀무원,2014,0.0
17810,(주)풀무원,2015,0.9826067119835653
17810,(주)풀무원,2016,9.367776109559008
17810,(주)풀무원,2017,-1.0527725209874257
17810,(주)풀무원,2018,-3.876166230417516
17810,(주)풀무원,2019,-0.5465396695917452
103140,(주)풍산,2011,0.4345769336773726
103140,(주)풍산,2012,-0.5816296286101532
103140,(주)풍산,2013,-0.5408168597522249
103140,(주)풍산,2014,0.9621620328815054
103140,(주)풍산,2015,-3.4889371491324326
103140,(주)풍산,2016,0.3907055944930651
103140,(주)풍산,2017,0.5400257074168514
103140,(주)풍산,2018,-2.2905645267108623
103140,(주)풍산,2019,-0.9443237442276962
5810,(주)풍산홀딩스,2011,0.16352474027410194
5810,(주)풍산홀딩스,2012,-0.34302065312805463
5810,(주)풍산홀딩스,2013,-0.40728753907908627
5810,(주)풍산홀딩스,2014,-0.9136708312823826
5810,(주)풍산홀딩스,2015,-4.367615739899423
5810,(주)풍산홀딩스,2016,-9.749309433926223
5810,(주)풍산홀딩스,2017,-2.043191261203024
5810,(주)풍산홀딩스,2018,9.782509088732777
5810,(주)풍산홀딩스,2019,-1.9822126913571732
35200,(주)프럼파스트,2011,-9.923954612099408
35200,(주)프럼파스트,2012,-19.137336877211695
35200,(주)프럼파스트,2013,0.26208360326421276
35200,(주)프럼파스트,2014,0.14336787867712483
35200,(주)프럼파스트,2015,0.19036706691631497
35200,(주)프럼파스트,2016,-5.519969678556585
35200,(주)프럼파스트,2017,3.8397173504466813
35200,(주)프럼파스트,2018,-0.9680595829863615
35200,(주)프럼파스트,2019,-0.8288512162575065
53160,(주)프리엠스,2011,3.819714091842815
53160,(주)프리엠스,2012,0.3039913267593321
53160,(주)프리엠스,2013,2.2153714286598873
53160,(주)프리엠스,2014,-3.2117069572160375
53160,(주)프리엠스,2015,-0.9195860908208565
53160,(주)프리엠스,2016,-2.2508752585296543
53160,(주)프리엠스,2017,-2.4896439290904735
53160,(주)프리엠스,2018,2.638269459807092
53160,(주)프리엠스,2019,-2.1182852697251335
75130,(주)플랜티넷,2011,12.117004809643586
75130,(주)플랜티넷,2012,0.6987235729530246
75130,(주)플랜티넷,2013,2.806399964707722
75130,(주)플랜티넷,2014,
75130,(주)플랜티넷,2015,
75130,(주)플랜티넷,2016,-1.2071076498066335
75130,(주)플랜티넷,2017,0.0
75130,(주)플랜티넷,2018,0.6941388187191749
75130,(주)플랜티넷,2019,-16.575900907821296
65130,(주)탑엔지니어링,2011,0.37316286261250076
65130,(주)탑엔지니어링,2012,-0.8133700368125198
65130,(주)탑엔지니어링,2013,7.0766474515463536
65130,(주)탑엔지니어링,2014,-0.6209705401521614
65130,(주)탑엔지니어링,2015,0.11821595588056544
65130,(주)탑엔지니어링,2016,0.821211290249129
65130,(주)탑엔지니어링,2017,0.1370158391040921
65130,(주)탑엔지니어링,2018,1.216510586890377
65130,(주)탑엔지니어링,2019,0.059811748700216424
96240,(주)크레버스,2011,-1.0816531273755583
96240,(주)크레버스,2012,0.2590141027097394
96240,(주)크레버스,2013,0.06621024908544616
96240,(주)크레버스,2014,-1.0021187177286133
96240,(주)크레버스,2015,
96240,(주)크레버스,2016,
96240,(주)크레버스,2017,0.932021032715363
96240,(주)크레버스,2018,0.513882677305665
96240,(주)크레버스,2019,0.6407158825252196
29460,(주)케이씨,2011,17.944798671843703
29460,(주)케이씨,2012,-4.977553559554541
29460,(주)케이씨,2013,-1.2092696464747106
29460,(주)케이씨,2014,0.41829517232970964
29460,(주)케이씨,2015,0.18505364842572805
29460,(주)케이씨,2016,0.4560651827326308
29460,(주)케이씨,2017,0.4612576765843464
29460,(주)케이씨,2018,0.009727245616879023
29460,(주)케이씨,2019,0.1153489256292901
53210,(주)케이티스카이라이프,2011,0.5370834959486355
53210,(주)케이티스카이라이프,2012,1.2088844071984062
53210,(주)케이티스카이라이프,2013,1.5891447795460205
53210,(주)케이티스카이라이프,2014,1.1381137971425301
53210,(주)케이티스카이라이프,2015,1.2822554310342298
53210,(주)케이티스카이라이프,2016,-3.9083065000259247
53210,(주)케이티스카이라이프,2017,-56.70055183215363
53210,(주)케이티스카이라이프,2018,-1.007451207671187
53210,(주)케이티스카이라이프,2019,-1.178409173204955
2380,(주)케이씨씨,2011,0.6250290325428651
2380,(주)케이씨씨,2012,1.571985298738851
2380,(주)케이씨씨,2013,-1.584357804867428
2380,(주)케이씨씨,2014,-55.881333552059274
2380,(주)케이씨씨,2015,-1.1715661952778722
2380,(주)케이씨씨,2016,-1.9890704524778713
2380,(주)케이씨씨,2017,
2380,(주)케이씨씨,2018,
2380,(주)케이씨씨,2019,
9070,(주)케이씨티시,2011,-1.1296550232733622
9070,(주)케이씨티시,2012,0.921832438887663
9070,(주)케이씨티시,2013,
9070,(주)케이씨티시,2014,-0.2492932308213357
9070,(주)케이씨티시,2015,-0.25747915243829805
9070,(주)케이씨티시,2016,0.2699944207585165
9070,(주)케이씨티시,2017,1.530657110560789
9070,(주)케이씨티시,2018,-1.4498707304670053
9070,(주)케이씨티시,2019,-0.8448911870361632
25880,(주)케이씨피드,2011,-1.3001796761260997
25880,(주)케이씨피드,2012,-0.2582620148861275
25880,(주)케이씨피드,2013,-0.3711503588296112
25880,(주)케이씨피드,2014,
25880,(주)케이씨피드,2015,-0.9060438920188958
25880,(주)케이씨피드,2016,-2.179682968757947
25880,(주)케이씨피드,2017,2.1704680444375626
25880,(주)케이씨피드,2018,-3.4623842232225654
25880,(주)케이씨피드,2019,
93320,(주)케이아이엔엑스,2011,0.5549752531387038
93320,(주)케이아이엔엑스,2012,2.2505471265148405
93320,(주)케이아이엔엑스,2013,1.9962636461910281
93320,(주)케이아이엔엑스,2014,12.074969525105004
93320,(주)케이아이엔엑스,2015,2.7256423254704902
93320,(주)케이아이엔엑스,2016,2.442146116201315
93320,(주)케이아이엔엑스,2017,0.7426790830357162
93320,(주)케이아이엔엑스,2018,0.2501555996613204
93320,(주)케이아이엔엑스,2019,0.30730100785106923
60720,(주)케이에이치바텍,2011,-0.42732472642745684
60720,(주)케이에이치바텍,2012,-0.35267025669565744
60720,(주)케이에이치바텍,2013,0.3166066548797012
60720,(주)케이에이치바텍,2014,0.3784134009534821
60720,(주)케이에이치바텍,2015,1.015787354365672
60720,(주)케이에이치바텍,2016,
60720,(주)케이에이치바텍,2017,
60720,(주)케이에이치바텍,2018,
60720,(주)케이에이치바텍,2019,0.0
33180,(주)케이에이치필룩스,2011,-1.7862722141912872
33180,(주)케이에이치필룩스,2012,-1.481504945944741
33180,(주)케이에이치필룩스,2013,-1.294246287551196
33180,(주)케이에이치필룩스,2014,0.7398638622785512
33180,(주)케이에이치필룩스,2015,0.42257236057044434
33180,(주)케이에이치필룩스,2016,3.755670715257044
33180,(주)케이에이치필룩스,2017,1.352599095617217
33180,(주)케이에이치필룩스,2018,
33180,(주)케이에이치필룩스,2019,
122450,(주)케이엑스이노베이션,2011,-0.28661389513061775
122450,(주)케이엑스이노베이션,2012,0.760881650037064
122450,(주)케이엑스이노베이션,2013,-3.0518299052453277
122450,(주)케이엑스이노베이션,2014,-1.3956710609934133
122450,(주)케이엑스이노베이션,2015,-1.7384801966690802
122450,(주)케이엑스이노베이션,2016,-2.555290853937188
122450,(주)케이엑스이노베이션,2017,0.18150945209523697
122450,(주)케이엑스이노베이션,2018,-1.9778351060409018
122450,(주)케이엑스이노베이션,2019,0.6708498738027354
52900,(주)케이엑스하이텍,2011,
52900,(주)케이엑스하이텍,2012,
52900,(주)케이엑스하이텍,2013,
52900,(주)케이엑스하이텍,2014,0.9414801121588477
52900,(주)케이엑스하이텍,2015,0.0
52900,(주)케이엑스하이텍,2016,2.2909106009689255
52900,(주)케이엑스하이텍,2017,-2.1875700066003745
52900,(주)케이엑스하이텍,2018,0.14427621426608517
52900,(주)케이엑스하이텍,2019,1.2600793468864566
105330,(주)케이엔더블유,2011,-1.0529663450312308
105330,(주)케이엔더블유,2012,
105330,(주)케이엔더블유,2013,
105330,(주)케이엔더블유,2014,-2.741668833301746
105330,(주)케이엔더블유,2015,0.0
105330,(주)케이엔더블유,2016,0.0
105330,(주)케이엔더블유,2017,
105330,(주)케이엔더블유,2018,-0.0
105330,(주)케이엔더블유,2019,
58400,(주)케이엔엔,2011,1.9524735465989564
58400,(주)케이엔엔,2012,0.07156970444753737
58400,(주)케이엔엔,2013,0.7190175368592182
58400,(주)케이엔엔,2014,-1.4468825337719446
58400,(주)케이엔엔,2015,-0.4213326534496681
58400,(주)케이엔엔,2016,-0.22304420033186198
58400,(주)케이엔엔,2017,-0.3977594979027275
58400,(주)케이엔엔,2018,-0.2979961455829607
58400,(주)케이엔엔,2019,5.788821907711595
83550,(주)케이엠,2011,0.6742566474436393
83550,(주)케이엠,2012,-0.5950856194502897
83550,(주)케이엠,2013,-0.8021111178935161
83550,(주)케이엠,2014,-1.0398705116719926
83550,(주)케이엠,2015,0.6721939119224687
83550,(주)케이엠,2016,4.195628125493533
83550,(주)케이엠,2017,-3.08617666913758
